target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	146	164.062
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	420	165.626
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	206	56.466
NM_001305296.1	1113	1014	517	495.018
NM_001305297.1	2361	2262	9	3.86294
NM_001305298.1	681	582	28.2337	47.0992
NM_001305299.1	1313	1214	6.02839	4.82115
NM_001305300.1	2361	2262	8	3.43372
NM_001305301.1	5652	5553	139.881	24.4568
NM_001305302.1	1626	1527	4	2.54325
NM_001305303.1	1254	1155	13	10.9277
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	12.8164	3.72888
NM_001305306.1	1631	1532	1	0.633737
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	6	3.67296
NM_001305310.1	833	734	118	156.082
NM_001305311.1	1912	1813	2.07617	1.11182
NM_001305312.1	3517	3418	68	19.3155
NM_001305313.2	1779	1680	648.058	374.518
NM_001305314.1	524	425	1192	2723.05
NM_001305315.1	1100	1001	6	5.81949
NM_001305316.1	3845	3746	3	0.777538
NM_001305317.1	1655	1556	31	19.3428
NM_001305318.1	772	673	1963	2831.87
NM_001305319.1	2422	2323	11	4.59739
NM_001305320.1	1257	1158	12	10.061
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	34.4521	18.0221
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	2.09758	0.428018
NM_001305325.1	1260	1161	601.908	503.345
NM_001305326.1	2144	2045	5	2.3738
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	118	86.7256
NM_001305329.1	3088	2989	3.51804	1.14273
NM_001305330.1	1983	1884	19	9.79131
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	252	96.0216
NM_001305333.1	1727	1628	319	190.241
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	273	200.645
NM_001305336.1	1301	1202	13	10.5004
NM_001305337.1	3182	3083	206	64.8727
NM_001305338.1	561	462	413	867.913
NM_001305339.1	1063	964	40	40.2857
NM_001305340.1	1914	1815	130	69.54
NM_001305341.1	3018	2919	11.4671	3.81406
NM_001305342.1	1568	1469	31	20.4884
NM_001305343.1	381	282	1252	4310.46
NM_001305344.1	1713	1614	10	6.0154
NM_001305345.1	478	379	1.229	3.14833
NM_001305346.1	794	695	33.4371	46.7102
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	4.40676	2.23185
NM_001305350.1	1904	1805	0	0
NM_001305351.1	1392	1293	4	3.00351
NM_001305352.1	874	775	2181	2732.26
NM_001305353.1	1804	1705	5	2.84717
NM_001305354.1	2065	1966	36.9344	18.2396
NM_001305355.1	2154	2055	636.5	300.715
NM_001305356.1	5728	5629	124.935	21.5486
NM_001305358.1	1594	1495	28	18.1838
NM_001305359.1	1918	1819	1.27336	0.67965
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	5	5.4667
NM_001305362.1	2744	2645	310	113.79
NM_001305363.1	1608	1509	1725	1109.86
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	33	22.1418
NM_001305367.1	523	424	572.835	1311.69
NM_001305368.2	1716	1617	4.37606	2.62749
NM_001305369.2	583	484	2051	4114.23
NM_001305370.1	1788	1689	14.1728	8.14694
NM_001305371.1	1531	1432	6.98042	4.73268
NM_001305372.1	792	693	313	438.51
NM_001305373.1	1593	1494	183	118.924
NM_001305375.1	527	428	34	77.1264
NM_001305376.1	674	575	224.304	378.737
NM_001305377.1	3063	2964	96.5219	31.6166
NM_001305378.1	3255	3156	1.4198	0.436777
NM_001305379.1	5926	5827	13.1732	2.19489
NM_001305380.1	2571	2472	4.68572	1.84033
NM_001305381.2	1961	1862	84.7546	44.1928
NM_001308835.1	2208	2109	19.4419	8.95012
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	80	58.8415
NM_001308844.1	1404	1305	2	1.48795
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	2.46382	1.01964
NM_001308855.1	1515	1416	0	0
NM_001308857.1	1022	923	29	30.5045
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	21	32.7791
NM_001308865.1	1958	1859	0	0
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	54	24.2049
NM_001308876.1	1452	1353	176	126.294
NM_001308878.1	2290	2191	17.1776	7.61182
NM_001308879.1	2688	2589	143	53.6256
NM_001308882.2	1264	1165	166	138.341
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	264	81.7588
NM_001308888.2	637	538	186.498	336.558
NM_001308889.1	1663	1564	535.712	332.554
NM_001308892.1	549	450	5	10.7876
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	2.58268	1.14288
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	46	31.1008
NM_001308906.2	2136	2037	0	0
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	24	13.4147
NM_001308913.1	2259	2160	20.2459	9.10022
NM_001308915.1	1541	1442	9	6.05962
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	4	1.3032
NM_001319969.1	1722	1623	23	13.7587
NM_001319970.1	1068	969	79	79.1537
NM_001367274.1	1042	943	0.000473266	0.000487261
NM_001367275.1	1033	934	9.40147	9.77275
NM_001367293.1	2261	2162	29.5621	13.2754
NM_001367294.1	2136	2037	437.168	208.365
NM_001367295.1	2230	2131	32.3363	14.7324
NM_001367296.1	2105	2006	15.1476	7.33128
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	0	0
XM_011413583.3	1341	1242	6	4.69027
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.141256	0.0259103
XM_011413590.3	5222	5123	41.137	7.79608
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	9	2.99862
XM_011413623.3	1877	1778	42	22.9343
XM_011413624.3	2409	2310	3	1.26089
XM_011413626.3	5017	4918	8	1.57932
XM_011413629.3	3564	3465	4	1.12079
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	31	30.463
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1101	1511.94
XM_011413651.3	3224	3125	12	3.7282
XM_011413652.3	3776	3677	141.591	37.3862
XM_011413653.3	3811	3712	0.00803601	0.00210184
XM_011413654.3	3795	3696	0.69355	0.182185
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	3.63482	0.716256
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	7.41341	1.4716
XM_011413660.3	4856	4757	9.37305	1.913
XM_011413662.3	1889	1790	5	2.71197
XM_011413664.3	2379	2280	3.22617	1.37379
XM_011413665.3	2523	2424	60	24.0318
XM_011413666.3	2845	2746	26.7767	9.46725
XM_011413667.3	2122	2023	4.49226e-08	2.15594e-08
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	0	0
XM_011413671.3	2089	1990	1.05643	0.515413
