target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	4	1.73839
NM_001305290.1	963	864	164	171.503
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	1	0.407728
NM_001305293.1	2561	2462	367	134.685
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	186	47.4466
NM_001305296.1	1113	1014	583	519.483
NM_001305297.1	2361	2262	3	1.19831
NM_001305298.1	681	582	14.9294	23.1771
NM_001305299.1	1313	1214	6.37494	4.74459
NM_001305300.1	2361	2262	7	2.79606
NM_001305301.1	5652	5553	143.524	23.3527
NM_001305302.1	1626	1527	11	6.5087
NM_001305303.1	1254	1155	8	6.25819
NM_001305304.1	774	675	1.36462	1.82662
NM_001305305.1	3436	3337	41.4212	11.2152
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	4	2.17586
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	129	158.794
NM_001305311.1	1912	1813	4	1.99344
NM_001305312.1	3517	3418	33.7134	8.91191
NM_001305313.2	1779	1680	867.347	466.471
NM_001305314.1	524	425	1419	3016.71
NM_001305315.1	1100	1001	9.23784	8.33829
NM_001305316.1	3845	3746	3	0.723593
NM_001305317.1	1655	1556	36	20.9042
NM_001305318.1	772	673	2554	3428.83
NM_001305319.1	2422	2323	14	5.44527
NM_001305320.1	1257	1158	6	4.68148
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	9.06628	4.41359
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	577.021	449.055
NM_001305326.1	2144	2045	3	1.32547
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	94	64.2933
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	24	11.5099
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	178.693	63.3648
NM_001305333.1	1727	1628	415	230.321
NM_001305334.1	1170	1071	2	1.68726
NM_001305335.1	1420	1321	58	39.6703
NM_001305336.1	1301	1202	14	10.5236
NM_001305337.1	3182	3083	202	59.1996
NM_001305338.1	561	462	973	1902.88
NM_001305339.1	1063	964	35	32.8044
NM_001305340.1	1914	1815	215	107.029
NM_001305341.1	3018	2919	23.9088	7.40054
NM_001305342.1	1568	1469	16	9.84099
NM_001305343.1	381	282	1613	5168.04
NM_001305344.1	1713	1614	8	4.47844
NM_001305345.1	478	379	0	0
NM_001305346.1	794	695	113.073	146.999
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	10.6451	5.01727
NM_001305350.1	1904	1805	4	2.00227
NM_001305351.1	1392	1293	3	2.09635
NM_001305352.1	874	775	2197	2561.35
NM_001305353.1	1804	1705	5	2.64964
NM_001305354.1	2065	1966	79.7889	36.669
NM_001305355.1	2154	2055	396.096	174.152
NM_001305356.1	5728	5629	139.981	22.4687
NM_001305358.1	1594	1495	22	13.296
NM_001305359.1	1918	1819	5.37324	2.66897
NM_001305360.1	1214	1115	2	1.62067
NM_001305361.1	987	888	10	10.1748
NM_001305362.1	2744	2645	289	98.7218
NM_001305363.1	1608	1509	1087	650.85
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	35	21.8545
NM_001305367.1	523	424	300.986	641.389
NM_001305368.2	1716	1617	14.6688	8.19643
NM_001305369.2	583	484	1826	3408.76
NM_001305370.1	1788	1689	33.6723	18.0129
NM_001305371.1	1531	1432	1.04953	0.662204
NM_001305372.1	792	693	438	571.06
NM_001305373.1	1593	1494	143	86.4821
NM_001305375.1	527	428	49	103.441
NM_001305376.1	674	575	665.33	1045.47
NM_001305377.1	3063	2964	70.7804	21.5762
NM_001305378.1	3255	3156	12.1986	3.49232
NM_001305379.1	5926	5827	4.90248	0.760172
NM_001305380.1	2571	2472	31.5728	11.54
NM_001305381.2	1961	1862	59.9178	29.0748
NM_001308835.1	2208	2109	16.5018	7.06959
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	73	49.9677
NM_001308844.1	1404	1305	1	0.692357
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	2	1.27617
NM_001308857.1	1022	923	21	20.5569
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	23	33.4101
NM_001308865.1	1958	1859	0	0
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	48	20.0227
NM_001308876.1	1452	1353	172	114.861
NM_001308878.1	2290	2191	45.8158	18.8936
NM_001308879.1	2688	2589	98	34.2007
NM_001308882.2	1264	1165	34	26.369
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	187	53.8945
NM_001308888.2	637	538	1156.13	1941.62
NM_001308889.1	1663	1564	436	251.878
NM_001308892.1	549	450	5	10.0392
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	3.14659	1.29582
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	39	24.5387
NM_001308906.2	2136	2037	0	0
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	25	13.0041
NM_001308913.1	2259	2160	20.282	8.48395
NM_001308915.1	1541	1442	1	0.626578
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	7	2.12238
NM_001319969.1	1722	1623	6	3.34021
