target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	6	3.37911
NM_001305290.1	963	864	132	178.882
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	217	103.199
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	148	48.9236
NM_001305296.1	1113	1014	450	519.613
NM_001305297.1	2361	2262	0	0
NM_001305298.1	681	582	15.028	30.2331
NM_001305299.1	1313	1214	10.2514	9.88709
NM_001305300.1	2361	2262	9	4.6586
NM_001305301.1	5652	5553	87.6363	18.4783
NM_001305302.1	1626	1527	5	3.83386
NM_001305303.1	1254	1155	9	9.12359
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	30.9209	10.8493
NM_001305306.1	1631	1532	1	0.76427
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	1	0.738248
NM_001305310.1	833	734	103	164.303
NM_001305311.1	1912	1813	4	2.58326
NM_001305312.1	3517	3418	73.0171	25.0126
NM_001305313.2	1779	1680	715.626	498.749
NM_001305314.1	524	425	910	2507.02
NM_001305315.1	1100	1001	3	3.50907
NM_001305316.1	3845	3746	2	0.625126
NM_001305317.1	1655	1556	29.7496	22.386
NM_001305318.1	772	673	1474	2564.41
NM_001305319.1	2422	2323	9	4.53627
NM_001305320.1	1257	1158	6	6.06664
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	23.9713	15.1223
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	373.919	377.095
NM_001305326.1	2144	2045	0	0
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	86	76.2256
NM_001305329.1	3088	2989	10.9485	4.28877
NM_001305330.1	1983	1884	17	10.5651
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	190	87.3091
NM_001305333.1	1727	1628	312	224.391
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	82	72.6803
NM_001305336.1	1301	1202	17	16.5596
NM_001305337.1	3182	3083	182	69.1199
NM_001305338.1	561	462	316	800.849
NM_001305339.1	1063	964	28	34.0084
NM_001305340.1	1914	1815	136	87.7339
NM_001305341.1	3018	2919	11.3013	4.53314
NM_001305342.1	1568	1469	15	11.9557
NM_001305343.1	381	282	880	3653.75
NM_001305344.1	1713	1614	5	3.6272
NM_001305345.1	478	379	4.03227	12.4571
NM_001305346.1	794	695	92.1363	155.221
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	18.4206	11.2509
NM_001305350.1	1904	1805	6.53807	4.24109
NM_001305351.1	1392	1293	4	3.62215
NM_001305352.1	874	775	1409	2128.7
NM_001305353.1	1804	1705	1	0.686722
NM_001305354.1	2065	1966	35.5817	21.1909
NM_001305355.1	2154	2055	375.283	213.822
NM_001305356.1	5728	5629	74.7074	15.5395
NM_001305358.1	1594	1495	35	27.4115
NM_001305359.1	1918	1819	10.1486	6.5325
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	7	9.22976
NM_001305362.1	2744	2645	253	111.995
NM_001305363.1	1608	1509	882	684.36
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	34	27.5116
NM_001305367.1	523	424	404.822	1117.9
NM_001305368.2	1716	1617	8.7852	6.36132
NM_001305369.2	583	484	1195	2890.87
NM_001305370.1	1788	1689	44.829	31.0767
NM_001305371.1	1531	1432	0	0
NM_001305372.1	792	693	326	550.795
NM_001305373.1	1593	1494	85	66.6153
NM_001305375.1	527	428	27	73.8627
NM_001305376.1	674	575	270.806	551.437
NM_001305377.1	3063	2964	63.8388	25.2181
NM_001305378.1	3255	3156	7.72791	2.86702
NM_001305379.1	5926	5827	4.47669	0.899533
NM_001305380.1	2571	2472	11.8302	5.60336
NM_001305381.2	1961	1862	46.2438	29.079
NM_001308835.1	2208	2109	14.6374	8.12629
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	124	109.99
NM_001308844.1	1404	1305	4	3.58885
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	11.3042	5.64177
NM_001308855.1	1515	1416	0	0
NM_001308857.1	1022	923	23	29.1764
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	29	54.59
NM_001308865.1	1958	1859	1	0.629834
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	58	31.3527
NM_001308876.1	1452	1353	141	122.019
NM_001308878.1	2290	2191	28.4635	15.2108
NM_001308879.1	2688	2589	143	64.671
NM_001308882.2	1264	1165	92	92.4629
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	234	87.3944
NM_001308888.2	637	538	417.386	908.367
NM_001308889.1	1663	1564	307.936	230.531
NM_001308892.1	549	450	4	10.4077
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	0	0
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	23	18.7533
NM_001308906.2	2136	2037	13.8939	7.98617
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	28	18.874
NM_001308913.1	2259	2160	28.9042	15.668
NM_001308915.1	1541	1442	0	0
NM_001308918.1	965	866	5.77079	7.8023
NM_001308924.1	3079	2980	3	1.17872
NM_001319969.1	1722	1623	8	5.77134
NM_001319970.1	1068	969	71	85.7907
NM_001367274.1	1042	943	0.000919972	0.00114227
NM_001367275.1	1033	934	21.5113	26.9666
NM_001367293.1	2261	2162	56.3697	30.5278
NM_001367294.1	2136	2037	272.07	156.385
NM_001367295.1	2230	2131	43.247	23.7617
NM_001367296.1	2105	2006	0.0117877	0.00688023
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	0	0
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.108927	0.0240958
XM_011413590.3	5222	5123	13.8401	3.16316
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	8	3.21444
XM_011413623.3	1877	1778	40	26.3411
XM_011413624.3	2409	2310	6	3.0412
XM_011413626.3	5017	4918	10	2.38077
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	18	21.3315
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1057	1750.5
XM_011413651.3	3224	3125	17	6.36948
XM_011413652.3	3776	3677	132	42.0325
XM_011413653.3	3811	3712	1.07407e-06	3.38791e-07
XM_011413654.3	3795	3696	9.97616e-05	3.16036e-05
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	0	0
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	5.8856	1.40896
XM_011413660.3	4856	4757	6.82486	1.67983
XM_011413662.3	1889	1790	2	1.30822
XM_011413664.3	2379	2280	1.61606	0.829907
XM_011413665.3	2523	2424	38	18.3551
XM_011413666.3	2845	2746	10.5237	4.48717
XM_011413667.3	2122	2023	3.46655e-08	2.00635e-08
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	0	0
XM_011413671.3	2089	1990	1.07821	0.634387
XM_011413672.3	2083	1984	25.6076	15.1124
XM_011413673.3	2083	1984	0	0
XM_011413674.3	2009	1910	7.31415	4.4837
XM_011413675.3	1464	1365	0	0
XM_011413676.3	4562	4463	17.1324	4.49467
XM_011413677.3	5397	5298	0	0
XM_011413678.3	4041	3942	7.86756	2.33684
XM_011413680.3	2785	2686	4	1.74365
XM_011413681.3	1518	1419	0	0
XM_011413682.3	1820	1721	11	7.4837
XM_011413683.3	2233	2134	0	0
XM_011413684.3	772	673	0	0
XM_011413685.3	631	532	0	0
