target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	1	0.85661
NM_001305289.1	2178	2079	2	1.29213
NM_001305290.1	963	864	171	265.835
NM_001305291.1	722	623	1	2.15596
NM_001305292.1	2315	2216	1	0.606121
NM_001305293.1	2561	2462	200	109.112
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	160	60.6737
NM_001305296.1	1113	1014	213	282.144
NM_001305297.1	2361	2262	26	15.4387
NM_001305298.1	681	582	30.0095	69.2572
NM_001305299.1	1313	1214	3.55865	3.93728
NM_001305300.1	2361	2262	3	1.78139
NM_001305301.1	5652	5553	55.9239	13.5269
NM_001305302.1	1626	1527	8	7.03688
NM_001305303.1	1254	1155	18	20.9324
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	101.08	40.6855
NM_001305306.1	1631	1532	1	0.876739
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	3	2.42594
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	14	25.6189
NM_001305311.1	1912	1813	3	2.22256
NM_001305312.1	3517	3418	42.5597	16.7246
NM_001305313.2	1779	1680	996.806	796.949
NM_001305314.1	524	425	1137	3593.36
NM_001305315.1	1100	1001	34.238	45.9413
NM_001305316.1	3845	3746	4	1.43424
NM_001305317.1	1655	1556	18	15.5379
NM_001305318.1	772	673	2247	4484.53
NM_001305319.1	2422	2323	15	8.67304
NM_001305320.1	1257	1158	6	6.9594
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	39.9369	28.9018
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	2.11291	0.596467
NM_001305325.1	1260	1161	165.923	191.957
NM_001305326.1	2144	2045	0	0
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	82	83.3759
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	15	10.694
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	135	71.1645
NM_001305333.1	1727	1628	859	708.709
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	357	362.99
NM_001305336.1	1301	1202	4	4.46977
NM_001305337.1	3182	3083	194	84.5196
NM_001305338.1	561	462	743	2160.11
NM_001305339.1	1063	964	8	11.1466
NM_001305340.1	1914	1815	164	121.366
NM_001305341.1	3018	2919	21.9611	10.1053
NM_001305342.1	1568	1469	3	2.74302
NM_001305343.1	381	282	1055	5024.96
NM_001305344.1	1713	1614	8	6.65757
NM_001305345.1	478	379	1.63137	5.78151
NM_001305346.1	794	695	104.63	202.21
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	1	0.269983
NM_001305349.1	2016	1917	1.14984	0.805649
NM_001305350.1	1904	1805	3.2304	2.40386
NM_001305351.1	1392	1293	7.68174	7.97977
NM_001305352.1	874	775	949	1644.73
NM_001305353.1	1804	1705	0	0
NM_001305354.1	2065	1966	13.8835	9.48517
NM_001305355.1	2154	2055	686.377	448.622
NM_001305356.1	5728	5629	60.5587	14.4502
NM_001305358.1	1594	1495	30	26.9531
NM_001305359.1	1918	1819	3.49479	2.58058
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	9	13.6132
NM_001305362.1	2744	2645	371	188.399
NM_001305363.1	1608	1509	1072	954.19
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	39	36.2014
NM_001305367.1	523	424	274.417	869.309
NM_001305368.2	1716	1617	6.75923	5.61457
NM_001305369.2	583	484	1140	3163.65
NM_001305370.1	1788	1689	36.9513	29.3853
NM_001305371.1	1531	1432	6.75183	6.33298
NM_001305372.1	792	693	321	622.159
NM_001305373.1	1593	1494	280	251.731
NM_001305375.1	527	428	54	169.465
NM_001305376.1	674	575	173.864	406.135
NM_001305377.1	3063	2964	99.0186	44.8712
NM_001305378.1	3255	3156	13.346	5.67994
NM_001305379.1	5926	5827	32.8289	7.56729
NM_001305380.1	2571	2472	8.93576	4.85526
NM_001305381.2	1961	1862	87	62.758
NM_001308835.1	2208	2109	11	7.0056
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	108	109.895
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	11	10.4342
NM_001308857.1	1022	923	20	29.1043
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	6	12.9566
NM_001308865.1	1958	1859	3	2.16756
NM_001308866.2	1811	1712	0	0
