target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	1	0.607784
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	176	194.131
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	322	124.642
NM_001305294.1	435	336	1	2.83633
NM_001305295.1	3641	3542	203	54.6189
NM_001305296.1	1113	1014	491	461.465
NM_001305297.1	2361	2262	1	0.421311
NM_001305298.1	681	582	22.175	36.3108
NM_001305299.1	1313	1214	11.5065	9.03275
NM_001305300.1	2361	2262	6	2.52787
NM_001305301.1	5652	5553	138.134	23.7065
NM_001305302.1	1626	1527	2	1.24821
NM_001305303.1	1254	1155	8	6.6009
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	45.4266	12.9733
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	54	70.1121
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	170.909	47.6529
NM_001305313.2	1779	1680	1016.81	576.801
NM_001305314.1	524	425	2039	4572.18
NM_001305315.1	1100	1001	16.8843	16.0748
NM_001305316.1	3845	3746	8	2.03525
NM_001305317.1	1655	1556	43	26.3363
NM_001305318.1	772	673	2691	3810.61
NM_001305319.1	2422	2323	13	5.33322
NM_001305320.1	1257	1158	13	10.6987
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	34.9383	17.9399
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	169.82	139.396
NM_001305326.1	2144	2045	1	0.466017
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	65	46.8928
NM_001305329.1	3088	2989	5.6368	1.79722
NM_001305330.1	1983	1884	16	8.09347
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	198.691	74.3147
NM_001305333.1	1727	1628	1866	1092.33
NM_001305334.1	1170	1071	3	2.66948
NM_001305335.1	1420	1321	497	358.549
NM_001305336.1	1301	1202	9	7.13565
NM_001305337.1	3182	3083	214	66.1509
NM_001305338.1	561	462	426	878.745
NM_001305339.1	1063	964	14.8723	14.7027
NM_001305340.1	1914	1815	252	132.318
NM_001305341.1	3018	2919	17.7517	5.79565
NM_001305342.1	1568	1469	23	14.9211
NM_001305343.1	381	282	1494	5048.9
NM_001305344.1	1713	1614	6	3.54277
NM_001305345.1	478	379	1.45983	3.67077
NM_001305346.1	794	695	200.055	274.322
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	7.32583	3.64192
NM_001305350.1	1904	1805	6.73834	3.55771
NM_001305351.1	1392	1293	1.29656	0.955626
NM_001305352.1	874	775	1931	2374.52
NM_001305353.1	1804	1705	5	2.79474
NM_001305354.1	2065	1966	38.7919	18.8041
NM_001305355.1	2154	2055	2592.08	1202.08
NM_001305356.1	5728	5629	116.6	19.7407
NM_001305358.1	1594	1495	40	25.4985
NM_001305359.1	1918	1819	5.20507	2.72703
NM_001305360.1	1214	1115	5.1561	4.40699
NM_001305361.1	987	888	7	7.51243
NM_001305362.1	2744	2645	1141	411.108
NM_001305363.1	1608	1509	1255	792.592
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	45	29.6374
NM_001305367.1	523	424	473.656	1064.62
NM_001305368.2	1716	1617	9.16176	5.39963
NM_001305369.2	583	484	2360	4646.89
NM_001305370.1	1788	1689	64.6185	36.4605
NM_001305371.1	1531	1432	9	5.98956
NM_001305372.1	792	693	441	606.458
NM_001305373.1	1593	1494	169	107.803
NM_001305375.1	527	428	68.9917	153.62
NM_001305376.1	674	575	659.477	1093.02
NM_001305377.1	3063	2964	77.5045	24.9198
NM_001305378.1	3255	3156	29.4429	8.89077
NM_001305379.1	5926	5827	25.3662	4.14864
NM_001305380.1	2571	2472	38.8979	14.9959
NM_001305381.2	1961	1862	54.8795	28.0883
NM_001308835.1	2208	2109	7.70098	3.47989
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	124	89.5248
NM_001308844.1	1404	1305	1	0.730272
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	0	0
NM_001308857.1	1022	923	19	19.6177
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	35	53.6257
NM_001308865.1	1958	1859	1	0.512644
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	77	33.8788
NM_001308876.1	1452	1353	218	153.552
NM_001308878.1	2290	2191	39.2172	17.058
NM_001308879.1	2688	2589	82	30.184
NM_001308882.2	1264	1165	70	57.2621
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	179	54.414
NM_001308888.2	637	538	249.881	442.635
NM_001308889.1	1663	1564	440	268.109
NM_001308892.1	549	450	12	25.4135
NM_001308896.1	1002	903	0	0
