target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	1.49837	0.874299
NM_001305290.1	963	864	188	263.96
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	1	0.547425
NM_001305293.1	2561	2462	245	120.718
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	108	36.9887
NM_001305296.1	1113	1014	351	419.917
NM_001305297.1	2361	2262	1	0.536292
NM_001305298.1	681	582	16	33.3497
NM_001305299.1	1313	1214	4.18887	4.18574
NM_001305300.1	2361	2262	1	0.536292
NM_001305301.1	5652	5553	165.024	36.0507
NM_001305302.1	1626	1527	4	3.17772
NM_001305303.1	1254	1155	6	6.30178
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	46.7463	16.9936
NM_001305306.1	1631	1532	1	0.791837
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	3.77248	2.75519
NM_001305309.1	1685	1586	1	0.764876
NM_001305310.1	833	734	21	34.707
NM_001305311.1	1912	1813	7	4.68376
NM_001305312.1	3517	3418	55.5113	19.7017
NM_001305313.2	1779	1680	819.048	591.418
NM_001305314.1	524	425	1380	3938.99
NM_001305315.1	1100	1001	27.2379	33.0091
NM_001305316.1	3845	3746	2	0.647674
NM_001305317.1	1655	1556	19	14.8128
NM_001305318.1	772	673	2425	4371.1
NM_001305319.1	2422	2323	16	8.35536
NM_001305320.1	1257	1158	2	2.09515
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	17.0854	11.1671
NM_001305323.1	1697	1598	1	0.759132
NM_001305324.1	4857	4758	1.08003	0.275363
NM_001305325.1	1260	1161	253.936	265.33
NM_001305326.1	2144	2045	0	0
NM_001305327.1	1474	1375	1	0.88225
NM_001305328.1	1420	1321	58	53.2622
NM_001305329.1	3088	2989	1.28151	0.520105
NM_001305330.1	1983	1884	11	7.08282
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	96	45.7053
NM_001305333.1	1727	1628	942	701.925
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	544	499.563
NM_001305336.1	1301	1202	3	3.02769
NM_001305337.1	3182	3083	153	60.2022
NM_001305338.1	561	462	453	1189.46
NM_001305339.1	1063	964	20	25.1679
NM_001305340.1	1914	1815	170	113.623
NM_001305341.1	3018	2919	10.5048	4.36565
NM_001305342.1	1568	1469	7	5.78057
NM_001305343.1	381	282	995	4280.24
NM_001305344.1	1713	1614	7	5.26125
NM_001305345.1	478	379	19.9269	63.7815
NM_001305346.1	794	695	36.3448	63.4384
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	4	0.975352
NM_001305349.1	2016	1917	1.15064	0.728133
NM_001305350.1	1904	1805	4.77655	3.2102
NM_001305351.1	1392	1293	9	8.44381
NM_001305352.1	874	775	2171	3398.23
NM_001305353.1	1804	1705	3	2.13448
NM_001305354.1	2065	1966	27.435	16.9284
NM_001305355.1	2154	2055	876.352	517.322
NM_001305356.1	5728	5629	118	25.4299
NM_001305358.1	1594	1495	38	30.8345
NM_001305359.1	1918	1819	6.08871	4.06057
NM_001305360.1	1214	1115	1	1.08798
NM_001305361.1	987	888	8	10.9288
NM_001305362.1	2744	2645	439	201.341
NM_001305363.1	1608	1509	842	676.889
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	22	18.4437
NM_001305367.1	523	424	215.313	616.026
NM_001305368.2	1716	1617	4.72423	3.54418
NM_001305369.2	583	484	2218	5559.18
NM_001305370.1	1788	1689	39.3084	28.2325
NM_001305371.1	1531	1432	0	0
NM_001305372.1	792	693	329	575.913
