target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	2.68871	1.27378
NM_001305290.1	963	864	184	209.753
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	3	1.33338
NM_001305293.1	2561	2462	212	84.8109
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	154	42.8229
NM_001305296.1	1113	1014	452	439.04
NM_001305297.1	2361	2262	20	8.70846
NM_001305298.1	681	582	11.8845	20.1122
NM_001305299.1	1313	1214	7.29887	5.92162
NM_001305300.1	2361	2262	7	3.04796
NM_001305301.1	5652	5553	64.514	11.4427
NM_001305302.1	1626	1527	4	2.58003
NM_001305303.1	1254	1155	6	5.1165
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	47.524	14.0269
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	2	1.18594
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	112	150.288
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	63.5405	18.3097
NM_001305313.2	1779	1680	914.145	535.932
NM_001305314.1	524	425	1359	3149.45
NM_001305315.1	1100	1001	39	38.3738
NM_001305316.1	3845	3746	3	0.788782
NM_001305317.1	1655	1556	18	11.3937
NM_001305318.1	772	673	2572	3764.09
NM_001305319.1	2422	2323	19	8.05579
NM_001305320.1	1257	1158	7	5.95379
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	17.9461	9.52347
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	627.814	532.602
NM_001305326.1	2144	2045	5	2.40813
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	82	61.1385
NM_001305329.1	3088	2989	12.3654	4.0746
NM_001305330.1	1983	1884	21	10.9785
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	137	52.9572
NM_001305333.1	1727	1628	411	248.652
NM_001305334.1	1170	1071	2	1.83926
NM_001305335.1	1420	1321	242	180.433
NM_001305336.1	1301	1202	20	16.3881
NM_001305337.1	3182	3083	178	56.8657
NM_001305338.1	561	462	1154	2460.18
NM_001305339.1	1063	964	53	54.1505
NM_001305340.1	1914	1815	132	71.631
NM_001305341.1	3018	2919	29.9786	10.1153
NM_001305342.1	1568	1469	17	11.3981
NM_001305343.1	381	282	1300	4540.44
NM_001305344.1	1713	1614	8	4.88191
NM_001305345.1	478	379	195.657	508.464
NM_001305346.1	794	695	275.787	390.834
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	3.7455	0.741516
NM_001305349.1	2016	1917	3.39161	1.74256
NM_001305350.1	1904	1805	6.8883	3.75871
NM_001305351.1	1392	1293	7.46014	5.68266
NM_001305352.1	874	775	1970	2503.62
NM_001305353.1	1804	1705	6	3.46602
NM_001305354.1	2065	1966	91.7123	45.946
NM_001305355.1	2154	2055	370.02	177.344
NM_001305356.1	5728	5629	118.822	20.7908
NM_001305358.1	1594	1495	20	13.1763
NM_001305359.1	1918	1819	3.71695	2.0126
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	15	16.6373
NM_001305362.1	2744	2645	231	86.0181
NM_001305363.1	1608	1509	1411	920.962
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	51	34.7141
NM_001305367.1	523	424	475.556	1104.69
NM_001305368.2	1716	1617	6.1512	3.74674
NM_001305369.2	583	484	1261	2566.1
NM_001305370.1	1788	1689	26.5054	15.4564
NM_001305371.1	1531	1432	1	0.687798
NM_001305372.1	792	693	330	469.013
NM_001305373.1	1593	1494	267.354	176.255
NM_001305375.1	527	428	30	69.0369
NM_001305376.1	674	575	291.044	498.534
NM_001305377.1	3063	2964	65.3558	21.7175
NM_001305378.1	3255	3156	1.38543	0.432367
NM_001305379.1	5926	5827	27.4354	4.63734
NM_001305380.1	2571	2472	37.2586	14.8451
NM_001305381.2	1961	1862	71.8265	37.9935
NM_001308835.1	2208	2109	8	3.73609
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	323	241.008
NM_001308844.1	1404	1305	3	2.2642
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	20.4411	14.2182
NM_001308857.1	1022	923	21	22.4089
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	30	47.5045
NM_001308865.1	1958	1859	0	0
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	61	27.738
NM_001308876.1	1452	1353	153	111.377
NM_001308878.1	2290	2191	36.6644	16.4819
NM_001308879.1	2688	2589	100	38.0427
NM_001308882.2	1264	1165	127	107.37
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	198	62.2059
NM_001308888.2	637	538	161.984	296.547
NM_001308889.1	1663	1564	386.535	243.42
NM_001308892.1	549	450	5	10.9436
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	2.77858	1.24735
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	44	30.1788
NM_001308906.2	2136	2037	3.68645e-07	1.78247e-07
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	39	22.1141
NM_001308913.1	2259	2160	3.24795	1.48101
NM_001308915.1	1541	1442	12	8.19634
NM_001308918.1	965	866	2.3675	2.69262
NM_001308924.1	3079	2980	6	1.98307
NM_001319969.1	1722	1623	21	12.744
NM_001319970.1	1068	969	58	58.9533
NM_001367274.1	1042	943	0.00033719	0.000352182
NM_001367275.1	1033	934	12.4934	13.1746
NM_001367293.1	2261	2162	106.593	48.56
NM_001367294.1	2136	2037	392.348	189.707
NM_001367295.1	2230	2131	0	0
NM_001367296.1	2105	2006	0.00158762	0.000779508
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	1	0.299188
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.0650828	0.0121107
XM_011413590.3	5222	5123	44.8214	8.61717
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	6	2.02799
XM_011413623.3	1877	1778	31	17.1725
XM_011413624.3	2409	2310	3	1.27913
XM_011413626.3	5017	4918	7	1.40189
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	12	11.9627
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1252	1744.17
XM_011413651.3	3224	3125	14	4.41247
XM_011413652.3	3776	3677	194.313	52.049
XM_011413653.3	3811	3712	0.00595763	0.00158077
XM_011413654.3	3795	3696	0.68085	0.181436
XM_011413655.3	2831	2732	4.05989	1.46365
XM_011413656.3	5026	4927	0	0
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	3.14586	0.63298
XM_011413659.3	4990	4891	7.71278	1.55316
XM_011413660.3	4856	4757	0	0
XM_011413662.3	1889	1790	7	3.85167
XM_011413664.3	2379	2280	2.22629	0.961723
XM_011413665.3	2523	2424	64	26.0047
XM_011413666.3	2845	2746	52.8488	18.9557
XM_011413667.3	2122	2023	22	10.711
XM_011413668.3	2028	1929	2	1.02118
XM_011413669.3	1984	1885	0	0
XM_011413671.3	2089	1990	0	0
XM_011413672.3	2083	1984	0	0
XM_011413673.3	2083	1984	0	0
XM_011413674.3	2009	1910	0	0
XM_011413675.3	1464	1365	0	0
XM_011413676.3	4562	4463	0	0
XM_011413677.3	5397	5298	7.81416	1.45269
XM_011413678.3	4041	3942	22.1858	5.54323
XM_011413680.3	2785	2686	6	2.20013
XM_011413681.3	1518	1419	0	0
XM_011413682.3	1820	1721	3	1.71689
XM_011413683.3	2233	2134	0	0
XM_011413684.3	772	673	0	0
XM_011413685.3	631	532	1	1.85137
XM_011413697.3	1818	1719	13	7.44854
XM_011413700.3	4553	4454	5.02736	1.11171
XM_011413701.3	1168	1069	0	0
XM_011413703.3	1681	1582	955	594.567
XM_011413705.3	3383	3284	17.0161	5.1034
XM_011413706.3	4541	4442	96.9726	21.5018
XM_011413707.3	3483	3384	4.98393	1.45059
XM_011413712.3	699	600	27	44.3217
XM_011413713.3	723	624	6	9.47045
XM_011413714.3	3472	3373	12	3.50404
XM_011413715.3	4558	4459	1.47001e-05	3.24704e-06
XM_011413717.3	3099	3000	2	0.656618
XM_011413718.3	4729	4630	2.6977e-06	5.73874e-07
XM_011413719.3	4696	4597	0.00689938	0.00147822
XM_011413720.3	4665	4566	11.5465	2.49068
XM_011413721.3	4774	4675	15.8508	3.33943
XM_011413722.3	4780	4681	0	0
XM_011413725.3	4434	4335	0	0
XM_011413726.3	4183	4084	0	0
XM_011413727.3	4190	4091	0	0
XM_011413728.3	4138	4039	0	0
XM_011413730.3	1529	1430	7	4.82132
XM_011413731.3	1523	1424	7	4.84163
XM_011413732.3	4278	4179	278.921	65.7374
XM_011413733.3	2435	2336	82.3449	34.719
XM_011413734.3	3490	3391	0	0
XM_011413735.3	1477	1378	0	0
XM_011413737.3	2520	2421	40.884	16.6327
XM_011413738.3	3181	3082	5.339	1.7062
XM_011413741.3	2293	2194	6	2.69351
XM_011413745.3	3863	3764	0.0349298	0.00914008
XM_011413746.3	3839	3740	38.9651	10.2614
XM_011413747.3	6808	6709	13.3171	1.95504
XM_011413748.3	968	869	733	830.784
XM_011413752.3	3017	2918	5	1.68767
XM_011413754.3	2575	2476	0	0
XM_011413756.3	1488	1389	5	3.54545
XM_011413758.3	2034	1935	8	4.07205
XM_011413759.3	7204	7105	66	9.14921
XM_011413760.2	1093	994	0	0
XM_011413769.3	2933	2834	7.18074	2.49559
XM_011413770.3	1156	1057	0	0
XM_011413771.3	1068	969	0	0
XM_011413773.3	1135	1036	0	0
XM_011413775.3	1096	997	0	0
XM_011413776.3	1084	985	0	0
XM_011413777.3	1063	964	0	0
XM_011413778.3	1045	946	7.65045	7.96525
XM_011413779.3	931	832	0	0
XM_011413780.3	1024	925	16.3496	17.4088
XM_011413781.3	910	811	0	0
XM_011413788.3	1868	1769	0	0
XM_011413790.3	1816	1717	7	4.01542
XM_011413795.3	1103	1004	5.02042	4.92504
XM_011413797.3	1102	1003	14.9796	14.7097
XM_011413798.3	5913	5814	9.83756	1.66654
