target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	137	181.333
NM_001305291.1	722	623	2	3.67124
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	312	144.923
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	162	52.3043
NM_001305296.1	1113	1014	406	457.888
NM_001305297.1	2361	2262	8	4.04453
NM_001305298.1	681	582	15.6466	30.7446
NM_001305299.1	1313	1214	2.48436	2.34028
NM_001305300.1	2361	2262	9	4.5501
NM_001305301.1	5652	5553	105.37	21.7001
NM_001305302.1	1626	1527	1.14792	0.859695
NM_001305303.1	1254	1155	9	8.9111
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	10.5592	3.61864
NM_001305306.1	1631	1532	1	0.746469
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	2	1.37699
NM_001305309.1	1685	1586	7	5.04738
NM_001305310.1	833	734	82	127.758
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	52	17.3981
NM_001305313.2	1779	1680	591.801	402.844
NM_001305314.1	524	425	1049	2822.65
NM_001305315.1	1100	1001	17	19.4216
NM_001305316.1	3845	3746	5	1.52642
NM_001305317.1	1655	1556	18	13.2292
NM_001305318.1	772	673	1977	3359.41
NM_001305319.1	2422	2323	13	6.39978
NM_001305320.1	1257	1158	7	6.9129
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	41.4132	25.5171
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	569.629	561.088
NM_001305326.1	2144	2045	4	2.23685
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	78	67.5247
NM_001305329.1	3088	2989	1.22141	0.467313
NM_001305330.1	1983	1884	14	8.49802
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	200	89.7638
NM_001305333.1	1727	1628	312	219.165
NM_001305334.1	1170	1071	1	1.06778
NM_001305335.1	1420	1321	53	45.8822
NM_001305336.1	1301	1202	15	14.2711
NM_001305337.1	3182	3083	182	67.5101
NM_001305338.1	561	462	662	1638.65
NM_001305339.1	1063	964	11	13.0493
NM_001305340.1	1914	1815	127	80.0199
NM_001305341.1	3018	2919	23.1292	9.06144
NM_001305342.1	1568	1469	12	9.34179
NM_001305343.1	381	282	984	3990.4
NM_001305344.1	1713	1614	4	2.83418
NM_001305345.1	478	379	8.76915	26.4599
NM_001305346.1	794	695	214.702	353.282
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	1	0.229868
NM_001305349.1	2016	1917	8.77014	5.23185
NM_001305350.1	1904	1805	1	0.633569
NM_001305351.1	1392	1293	0	0
NM_001305352.1	874	775	1669	2462.78
NM_001305353.1	1804	1705	3	2.01218
NM_001305354.1	2065	1966	74.2611	43.1965
NM_001305355.1	2154	2055	269.673	150.071
NM_001305356.1	5728	5629	152.912	31.0658
NM_001305358.1	1594	1495	51	39.0121
NM_001305359.1	1918	1819	23.6835	14.8897
NM_001305360.1	1214	1115	3.046	3.1241
NM_001305361.1	987	888	5	6.43914
NM_001305362.1	2744	2645	184	79.5542
NM_001305363.1	1608	1509	1065	807.107
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	28	22.1289
NM_001305367.1	523	424	448.526	1209.74
NM_001305368.2	1716	1617	9.98802	7.06383
NM_001305369.2	583	484	1266	2991.29
NM_001305370.1	1788	1689	13.5292	9.16035
NM_001305371.1	1531	1432	5	3.99299
NM_001305372.1	792	693	392	646.88
NM_001305373.1	1593	1494	129	98.7438
NM_001305375.1	527	428	34	90.846
NM_001305376.1	674	575	489.988	974.516
NM_001305377.1	3063	2964	64.5349	24.8993
NM_001305378.1	3255	3156	3.17017	1.14872
NM_001305379.1	5926	5827	4.13285	0.811102
NM_001305380.1	2571	2472	27.3802	12.6666
NM_001305381.2	1961	1862	58.7216	36.0653
NM_001308835.1	2208	2109	1.3346	0.723676
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	92	79.7048
NM_001308844.1	1404	1305	2	1.75263
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	3	4.77159
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	1	0.807621
NM_001308857.1	1022	923	13	16.1069
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	23	42.2871
NM_001308865.1	1958	1859	0	0
NM_001308866.2	1811	1712	1	0.667986
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	31	16.3672
NM_001308876.1	1452	1353	134	113.26
NM_001308878.1	2290	2191	17.6692	9.22245
NM_001308879.1	2688	2589	102	45.0546
NM_001308882.2	1264	1165	27	26.5038
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	173	63.1073
NM_001308888.2	637	538	174.034	369.932
NM_001308889.1	1663	1564	358.459	262.104
NM_001308892.1	549	450	5	12.7066
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	3.2692	1.70403
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	33	26.2803
NM_001308906.2	2136	2037	2.87425e-07	1.61363e-07
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	27	17.776
NM_001308913.1	2259	2160	11.7441	6.2178
NM_001308915.1	1541	1442	8	6.34447
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	9	3.4538
NM_001319969.1	1722	1623	14	9.86462
NM_001319970.1	1068	969	67	79.0718
NM_001367274.1	1042	943	0.000902029	0.0010939
NM_001367275.1	1033	934	15.5181	19.0004
NM_001367293.1	2261	2162	104.861	55.4664
NM_001367294.1	2136	2037	297.193	166.847
NM_001367295.1	2230	2131	1.53979e-07	8.26321e-08
NM_001367296.1	2105	2006	70.9477	40.4463
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	2	0.69477
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.112261	0.0242547
XM_011413590.3	5222	5123	20.8683	4.65835
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	1	0.469262
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	9	3.53203
XM_011413623.3	1877	1778	20	12.8638
XM_011413624.3	2409	2310	2	0.990122
XM_011413626.3	5017	4918	6	1.39519
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	31	35.8819
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	884	1429.89
XM_011413651.3	3224	3125	8	2.92759
XM_011413652.3	3776	3677	132.291	41.1442
XM_011413653.3	3811	3712	0.00865465	0.00266632
XM_011413654.3	3795	3696	0.700079	0.216614
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	2.44844	0.568299
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	5.16418	1.24148
XM_011413662.3	1889	1790	3	1.91663
XM_011413664.3	2379	2280	3.25451	1.63238
XM_011413665.3	2523	2424	48	22.6454
XM_011413666.3	2845	2746	9	3.74811
XM_011413667.3	2122	2023	8.83358	4.99358
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	17.1664	10.4145
XM_011413671.3	2089	1990	0	0
